Rank,Journal,Total Cites,Journal Impact Factor,Eigenfactor Score
11810,INDIAN JOURNAL OF ANIMAL SCIENCES,"1,298",0.279,0.000930
11811,International Journal of Conflict and Violence,214,0.278,0.000490
11811,Mausam,455,0.278,0.000540
11811,RBGN-Revista Brasileira de Gestao de Negocios,65,0.278,0.000070
11814,JOURNAL OF THE AMERICAN POMOLOGICAL SOCIETY,209,0.277,0.000110
11814,LISTY CUKROVARNICKE A REPARSKE,104,0.277,0.000110
11814,SILVAE GENETICA,869,0.277,0.000220
11814,South African Journal of Business Management,212,0.277,0.000110
11818,Zeitschrift fur Wirtschaftsgeographie,112,0.276,0.000220
11819,FORKTAIL,137,0.275,0.000140
11819,INDIAN JOURNAL OF FISHERIES,757,0.275,0.000560
11819,JAPAN AND THE WORLD ECONOMY,450,0.275,0.000590
11819,JOURNAL OF AQUATIC PLANT MANAGEMENT,480,0.275,0.000130
11819,TOPIA-Canadian Journal of Cultural Studies,69,0.275,0.000020
11824,JARQ-JAPAN AGRICULTURAL RESEARCH QUARTERLY,535,0.274,0.000320
11824,Thai Journal of Veterinary Medicine,204,0.274,0.000340
11826,Acta Mathematicae Applicatae Sinica-English Series,586,0.273,0.001100
11826,Global Economic Review,156,0.273,0.000170
11826,JOURNAL OF THE JAPANESE SOCIETY FOR FOOD SCIENCE AND TECHNOLOGY-NIPPON SHOKUHIN KAGAKU KOGAKU KAISHI,600,0.273,0.000230
11829,KERNTECHNIK,177,0.272,0.000490
11829,VLAAMS DIERGENEESKUNDIG TIJDSCHRIFT,151,0.272,0.000190
11831,AMERICAN BIOLOGY TEACHER,560,0.271,0.000280
11831,Politix,264,0.271,0.000230
11833,AGROCIENCIA,543,0.270,0.000390
11833,COMPTES RENDUS DE L ACADEMIE BULGARE DES SCIENCES,570,0.270,0.000410
11833,Journal of the Belgian Society of Radiology,24,0.270,0.000050
11833,Revista Brasileira de Medicina do Esporte,785,0.270,0.000400
11837,Mathematical Population Studies,168,0.269,0.000150
11837,Mathematical Population Studies,168,0.269,0.000150
11837,disP,171,0.269,0.000410
11840,AIBR-Revista de Antropologia Iberoamericana,90,0.267,0.000040
11840,HISTORIA MATHEMATICA,307,0.267,0.000280
11840,HISTORIA MATHEMATICA,307,0.267,0.000280
11840,PROGRAMMING AND COMPUTER SOFTWARE,135,0.267,0.000240
11840,REVISTA DE BIOLOGIA MARINA Y OCEANOGRAFIA,471,0.267,0.000600
11840,Reports on Mathematical Logic,51,0.267,0.000070
11840,Revista Internacional de Contaminacion Ambiental,264,0.267,0.000270
11840,UTILITAS MATHEMATICA,534,0.267,0.000740
11848,Tekstil ve Konfeksiyon,215,0.266,0.000270
11849,MIDDLE EASTERN STUDIES,598,0.265,0.000770
11850,BULLETIN OF ECONOMIC RESEARCH,369,0.264,0.000590
11851,ASIA PACIFIC JOURNAL OF SOCIAL WORK AND DEVELOPMENT,99,0.263,0.000180
11851,Journal of Israeli History,85,0.263,0.000150
11851,PERIODICUM BIOLOGORUM,324,0.263,0.000280
11851,Pacific Focus,68,0.263,0.000110
11851,Revista de Estudios Politicos,335,0.263,0.000130
11851,Romanian Journal of Economic Forecasting,139,0.263,0.000070
11851,ZEITSCHRIFT FUR PADAGOGIK,378,0.263,0.000340
11858,ANASTHESIOLOGIE INTENSIVMEDIZIN NOTFALLMEDIZIN SCHMERZTHERAPIE,374,0.262,0.000230
11858,Ayer,288,0.262,0.000400
11858,Earth Sciences Research Journal,112,0.262,0.000250
11858,PHYTON-INTERNATIONAL JOURNAL OF EXPERIMENTAL BOTANY,223,0.262,0.000230
11862,BERLINER JOURNAL FUR SOZIOLOGIE,110,0.261,0.000150
11862,Electronics and Communications in Japan,222,0.261,0.000320
11862,International Journal of Economic Theory,98,0.261,0.000360
11862,JOURNAL OF URBAN HISTORY,418,0.261,0.000590
11862,Tarim Bilimleri Dergisi-Journal of Agricultural Sciences,189,0.261,0.000190
11867,CHEMICKE LISTY,501,0.260,0.000300
11867,JAPANESE ECONOMIC REVIEW,251,0.260,0.000350
11867,Large Animal Review,79,0.260,0.000150
11870,Acta Geotechnica Slovenica,51,0.259,0.000110
11870,Journal of Engineering Research,59,0.259,0.000150
11870,Scandia,39,0.259,0.000000
11873,EDUCATIONAL LEADERSHIP,"2,211",0.258,0.000670
11873,INTERCIENCIA,915,0.258,0.000460
11875,Hiroshima Mathematical Journal,322,0.257,0.000420
11875,INFOR,419,0.257,0.000180
11875,JOURNAL OF SOCIAL HISTORY,783,0.257,0.000810
11875,Movimento,216,0.257,0.000080
11879,ENTOMOLOGICA FENNICA,273,0.256,0.000180
11879,Ethiopian Journal of Health Development,547,0.256,0.000190
11879,Ethiopian Journal of Health Development,547,0.256,0.000190
11882,DRUSTVENA ISTRAZIVANJA,161,0.255,0.000090
11882,Transinformacao,73,0.255,0.000050
11884,Emerging Materials Research,62,0.254,0.000140
11884,Revista de Historia Industrial,158,0.254,0.000310
11886,INDIAN JOURNAL OF PURE & APPLIED MATHEMATICS,855,0.252,0.000740
11886,Ideggyogyaszati Szemle-Clinical Neuroscience,136,0.252,0.000220
11886,ZEITSCHRIFT FUR KRISTALLOGRAPHIE-NEW CRYSTAL STRUCTURES,750,0.252,0.000220
11889,Advances in Chromatography,140,0.250,0.000060
11889,African Journalism Studies,21,0.250,0.000080
11889,Comptabilite Controle Audit,89,0.250,0.000000
11889,Journal de Theorie des Nombres de Bordeaux,290,0.250,0.000980
11889,Journal of Spanish Cultural Studies,136,0.250,0.000100
11889,Mathematical Reports,121,0.250,0.000280
11889,Poznan Studies in Contemporary Linguistics,77,0.250,0.000170
11889,Review of Derivatives Research,211,0.250,0.000370
11889,Slovenian Veterinary Research,85,0.250,0.000110
11889,UNIVERSITY OF PITTSBURGH LAW REVIEW,197,0.250,0.000240
11899,Sante Publique,269,0.249,0.000430
11900,TRANSACTIONS OF THE CANADIAN SOCIETY FOR MECHANICAL ENGINEERING,286,0.248,0.000290
11900,Turkish Journal of Biochemistry-Turk Biyokimya Dergisi,253,0.248,0.000290
11902,KAGAKU KOGAKU RONBUNSHU,335,0.247,0.000130
11902,TERAPEVTICHESKII ARKHIV,559,0.247,0.000420
11904,ZEITSCHRIFT FUR GEBURTSHILFE UND NEONATOLOGIE,165,0.246,0.000220
11905,BOIS ET FORETS DES TROPIQUES,180,0.245,0.000110
11905,Journal of Policy History,146,0.245,0.000540
11905,NEMATROPICA,293,0.245,0.000280
11908,BUNSEKI KAGAKU,399,0.244,0.000280
11908,Folia Horticulturae,126,0.244,0.000110
11908,Language Matters,79,0.244,0.000090
11908,SOUTHWESTERN NATURALIST,"1,158",0.244,0.000680
11908,Soldagem & Inspecao,90,0.244,0.000170
11913,CANADIAN JOURNAL OF INFORMATION AND LIBRARY SCIENCE-REVUE CANADIENNE DES SCIENCES DE L INFORMATION ET DE BIBLIOTHECONOMIE,110,0.243,0.000080
11913,ISSUES IN LAW & MEDICINE,48,0.243,0.000040
11913,JOURNAL OF NEW MATERIALS FOR ELECTROCHEMICAL SYSTEMS,461,0.243,0.000140
11916,Bulgarian Chemical Communications,530,0.242,0.000750
11916,Historia Critica,161,0.242,0.000050
11916,INTERLENDING & DOCUMENT SUPPLY,63,0.242,0.000020
11916,Journal of Contemporary Mathematical Analysis-Armenian Academy of Sciences,92,0.242,0.000200
11916,Tokyo Journal of Mathematics,312,0.242,0.000610
11921,CONTRIBUTIONS TO INDIAN SOCIOLOGY,190,0.241,0.000200
11921,CT&F-Ciencia Tecnologia y Futuro,85,0.241,0.000070
11923,Modern Chinese Literature and Culture,40,0.240,0.000000
11923,RENDICONTI DEL SEMINARIO MATEMATICO DELLA UNIVERSITA DI PADOVA,360,0.240,0.000490
11925,Cytology and Genetics,210,0.239,0.000250
11925,KOBUNSHI RONBUNSHU,269,0.239,0.000150
11925,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-TRANSPORT,273,0.239,0.000280
11928,Britain and the World,27,0.238,0.000090
11928,Indian Journal of Gender Studies,156,0.238,0.000260
11930,Babel-Revue Internationale de la Traduction-International Journal of Translation,109,0.237,0.000090
11930,English Today,377,0.237,0.000320
11932,ARCHIVOS DE MEDICINA VETERINARIA,284,0.236,0.000350
11933,AKTUELLE UROLOGIE,93,0.235,0.000080
11933,Interventions-International Journal of Postcolonial Studies,240,0.235,0.000510
11935,Acta Linguistica Hungarica,116,0.233,0.000090
11935,Agrekon,257,0.233,0.000120
11935,MATHEMATICAL INTELLIGENCER,557,0.233,0.000280
11938,Current Topics in Nutraceutical Research,132,0.232,0.000080
11938,Legume Research,301,0.232,0.000300
11938,NAVAL ENGINEERS JOURNAL,251,0.232,0.000120
11938,PFERDEHEILKUNDE,355,0.232,0.000200
11942,ACTA SCIENTIARUM-TECHNOLOGY,246,0.231,0.000400
11942,CONTINUITY AND CHANGE,244,0.231,0.000270
11942,INDIAN JOURNAL OF AGRICULTURAL SCIENCES,"1,221",0.231,0.000890
11942,Imago Mundi-The International Journal for the History of Cartography,167,0.231,0.000130
11942,JOURNAL OF DATABASE MANAGEMENT,169,0.231,0.000050
11942,Journal of Mens Health,200,0.231,0.000170
11942,Journal of Mens Health,200,0.231,0.000170
11942,MAYDICA,640,0.231,0.000340
11950,MONATSSCHRIFT KINDERHEILKUNDE,451,0.230,0.000250
11951,Information & Culture,45,0.229,0.000240
11951,Journal of Rubber Research,157,0.229,0.000080
11951,Journal of the Institute of Telecommunications Professionals,16,0.229,0.000000
11951,Nuncius-Journal of the History of Science,69,0.229,0.000220
11951,Nuncius-Journal of the History of Science,69,0.229,0.000220
11956,PSYCHOANALYTIC INQUIRY,547,0.228,0.000370
11957,Journal of Credit Risk,130,0.226,0.000170
11957,REVISTA MEXICANA DE PSICOLOGIA,168,0.226,0.000090
11957,Slovo a Slovesnost,82,0.226,0.000010
11957,Telos,76,0.226,0.000160
11957,ZOOLOGICHESKY ZHURNAL,"1,301",0.226,0.000610
11962,AGRICULTURAL HISTORY,355,0.225,0.000140
11962,AGRICULTURAL HISTORY,355,0.225,0.000140
11962,Critical Arts-South-North Cultural and Media Studies,183,0.225,0.000360
11962,RADIOPROTECTION,260,0.225,0.000240
11966,Ankara Universitesi Veteriner Fakultesi Dergisi,234,0.224,0.000270
11966,Journal of Middle East Womens Studies,131,0.224,0.000250
11966,WIENER TIERARZTLICHE MONATSSCHRIFT,190,0.224,0.000220
11969,SHILAP-REVISTA DE LEPIDOPTEROLOGIA,204,0.223,0.000210
11970,ANNALES MEDICO-PSYCHOLOGIQUES,652,0.222,0.000340
11970,Hong Kong Law Journal,155,0.222,0.000250
11970,Journal of the South African Institution of Civil Engineering,101,0.222,0.000140
11970,REVUE D ECONOMIE POLITIQUE,155,0.222,0.000180
11974,OSTEUROPA,164,0.221,0.000120
11974,TIERAERZTLICHE UMSCHAU,156,0.221,0.000120
11976,ALLERGOLOGIE,152,0.220,0.000110
11976,ASHRAE JOURNAL,829,0.220,0.000300
11976,B E Journal of Theoretical Economics,153,0.220,0.000460
11976,TRAMES-Journal of the Humanities and Social Sciences,133,0.220,0.000070
11980,JOURNAL OF VALUE INQUIRY,249,0.219,0.000220
11981,Medecine Nucleaire-Imagerie Fonctionnelle et Metabolique,69,0.218,0.000070
11982,Acta Scientiae Veterinariae,349,0.217,0.000500
11982,Automatika,165,0.217,0.000170
11982,Engineering Studies,110,0.217,0.000150
11982,Engineering Studies,110,0.217,0.000150
11986,LaboratoriumsMedizin-Journal of Laboratory Medicine,63,0.216,0.000090
11986,Rutgers University Law Review,57,0.216,0.000120
11986,Tecnologia y Ciencias del Agua,106,0.216,0.000160
11989,BANGLADESH JOURNAL OF BOTANY,267,0.214,0.000350
11989,Boletin de Malariologia y Salud Ambiental,96,0.214,0.000070
11991,ELECTRICAL ENGINEERING IN JAPAN,480,0.213,0.000320
11991,Medizinische Genetik,36,0.213,0.000110
11993,Investigacion Bibliotecologica,108,0.212,0.000040
11993,MICROWAVE JOURNAL,425,0.212,0.000440
11993,ZHURNAL OBSHCHEI BIOLOGII,284,0.212,0.000180
11996,Philippine Journal of Crop Science,109,0.211,0.000070
11996,TRIMESTRE ECONOMICO,124,0.211,0.000100
11996,VETERINARIA MEXICO,143,0.211,0.000080
11999,KARDIOLOGIYA,447,0.210,0.000260
12000,ANNEE PSYCHOLOGIQUE,359,0.209,0.000290
12000,Asian Biomedicine,244,0.209,0.000410
12000,CHEMICAL ENGINEERING,424,0.209,0.000170
12003,AUSTRALIAN JOURNAL OF POLITICS AND HISTORY,285,0.208,0.000430
12003,Archives of Rheumatology,47,0.208,0.000130
12005,AFINIDAD,168,0.207,0.000100
12006,Journal of Latin American Cultural Studies,84,0.206,0.000050
12006,SOCIOLOGISK FORSKNING,26,0.206,0.000030
12006,Zeitschrift fur Evaluation,19,0.206,0.000060
12009,Custos e Agronegocio On Line,109,0.205,0.000070
12009,Custos e Agronegocio On Line,109,0.205,0.000070
12011,ASIAN JOURNAL OF WOMENS STUDIES,78,0.204,0.000150
12011,JOURNAL OF THE INDIAN CHEMICAL SOCIETY,"1,060",0.204,0.000300
12011,Revija za Kriminalistiko in Kriminologijo,87,0.204,0.000000
12014,REVISTA COLOMBIANA DE ENTOMOLOGIA,338,0.203,0.000470
12015,Bauphysik,126,0.202,0.000090
12015,Hong Kong Journal of Emergency Medicine,157,0.202,0.000180
12015,Turk Gogus Kalp Damar Cerrahisi Dergisi-Turkish Journal of Thoracic and Cardiovascular Surgery,242,0.202,0.000230
12018,Indian Journal of Animal Research,222,0.201,0.000370
12019,Austrian History Yearbook,66,0.200,0.000100
12019,BOUNDARY 2-AN INTERNATIONAL JOURNAL OF LITERATURE AND CULTURE,442,0.200,0.000230
12019,INTERNATIONAL JOURNAL OF COOPERATIVE INFORMATION SYSTEMS,185,0.200,0.000120
12019,ITE JOURNAL-INSTITUTE OF TRANSPORTATION ENGINEERS,297,0.200,0.000270
12019,JOURNAL OF THE POLYNESIAN SOCIETY,289,0.200,0.000110
12019,Neurology Asia,203,0.200,0.000230
12019,Nutrition Clinique et Metabolisme,124,0.200,0.000100
12019,ORNITOLOGIA NEOTROPICAL,524,0.200,0.000450
12019,RILCE-Revista de Filologia Hispanica,74,0.200,0.000040
12028,Journal of the Gilded Age and Progressive Era,66,0.197,0.000200
12028,Medycyna Weterynaryjna-Veterinary Medicine-Science and Practice,565,0.197,0.000400
12030,MAGYAR ALLATORVOSOK LAPJA,144,0.196,0.000070
12030,Revista Espanola de Linguistica Aplicada,77,0.196,0.000100
12030,Revista Signos,142,0.196,0.000250
12033,JBR-BTR,239,0.195,0.000350
12033,ORIENTAL INSECTS,256,0.195,0.000070
12035,Cepal Review,367,0.194,0.000220
12035,ENGINEERING JOURNAL-AMERICAN INSTITUTE OF STEEL CONSTRUCTION,390,0.194,0.000060
12035,RUSSIAN JOURNAL OF THERIOLOGY,100,0.194,0.000140
12038,CESKOSLOVENSKA PSYCHOLOGIE,136,0.193,0.000060
12038,Onkologe,148,0.193,0.000130
12038,Queen Mary Journal of Intellectual Property,32,0.193,0.000070
12041,Etikk i Praksis,35,0.192,0.000050
12041,HISPANIA-A JOURNAL DEVOTED TO THE TEACHING OF SPANISH AND PORTUGUESE,359,0.192,0.000190
12043,IHERINGIA SERIE BOTANICA,122,0.190,0.000090
12044,INDOGERMANISCHE FORSCHUNGEN,98,0.189,0.000000
12044,LABOUR-LE TRAVAIL,266,0.189,0.000090
12044,Zeitschrift fur Familienforschung,133,0.189,0.000080
12047,Berichte zur Wissenschaftsgeschichte,50,0.188,0.000100
12047,Berichte zur Wissenschaftsgeschichte,50,0.188,0.000100
12047,MITTEILUNGEN DER OSTERREICHISCHEN GEOGRAPHISCHEN GESELLSCHAFT,153,0.188,0.000020
12050,TURKISH JOURNAL OF PEDIATRICS,970,0.187,0.001040
12051,APPITA,363,0.186,0.000160
12051,ARS COMBINATORIA,"1,047",0.186,0.002120
12051,Papeles de Poblacion,225,0.186,0.000140
12054,Rivista Italiana delle Sostanze Grasse,214,0.185,0.000090
12055,International Journal of Feminist Approaches To Bioethics,144,0.184,0.000210
12055,Teknik Dergi,46,0.184,0.000030
12057,JOURNAL OF MODERN ITALIAN STUDIES,219,0.183,0.000280
12057,JOURNAL OF POPULAR CULTURE,507,0.183,0.000210
12057,JOURNAL OF VISUAL CULTURE,234,0.183,0.000260
12057,Journal of Nepal Medical Association,240,0.183,0.000190
12057,SEMIOTICA,925,0.183,0.000380
12062,CIVIL ENGINEERING,330,0.182,0.000180
12062,Eastern European Countryside,39,0.182,0.000020
12062,HASELTONIA,68,0.182,0.000100
12062,INTERNATIONAL JOURNAL OF POWDER METALLURGY,268,0.182,0.000100
12062,Labour History,147,0.182,0.000280
12067,GERMAN STUDIES REVIEW,148,0.179,0.000240
12067,JOURNAL OF INSTITUTIONAL AND THEORETICAL ECONOMICS-ZEITSCHRIFT FUR DIE GESAMTE STAATSWISSENSCHAFT,670,0.179,0.000530
12067,JOURNAL OF PALESTINE STUDIES,424,0.179,0.000130
12067,TIDSSKRIFT FOR SAMFUNNSFORSKNING,78,0.179,0.000080
12071,Argumenta Oeconomica,39,0.178,0.000030
12072,FUJITSU SCIENTIFIC & TECHNICAL JOURNAL,162,0.176,0.000220
12072,IN PRACTICE,335,0.176,0.000320
12074,CALIFORNIA FISH AND GAME,408,0.175,0.000150
12075,China-An International Journal,141,0.174,0.000260
12076,JOURNAL OF CAMEL PRACTICE AND RESEARCH,176,0.172,0.000120
12076,MEDICINA DELLO SPORT,197,0.172,0.000200
12078,Asian Women,39,0.171,0.000070
12078,KGK-Kautschuk Gummi Kunststoffe,487,0.171,0.000170
12078,Pure and Applied Mathematics Quarterly,264,0.171,0.001000
12081,Diabetologe,50,0.170,0.000020
12081,REVISTA CIENTIFICA-FACULTAD DE CIENCIAS VETERINARIAS,196,0.170,0.000110
12083,African and Asian Studies,108,0.167,0.000080
12083,Annals of Economics and Finance,214,0.167,0.000450
12083,BETRIEBSWIRTSCHAFTLICHE FORSCHUNG UND PRAXIS,140,0.167,0.000020
12083,EPE Journal,100,0.167,0.000070
12083,Feministische Studien,42,0.167,0.000000
12083,Journal of Cold War Studies,217,0.167,0.000620
12083,KEDI Journal of Educational Policy,62,0.167,0.000050
12083,Spanish in Context,77,0.167,0.000180
12083,Theoretical Biology Forum,18,0.167,0.000030
12092,Egyptian Journal of Biological Pest Control,154,0.163,0.000220
12092,JOURNAL OF CHINESE LINGUISTICS,185,0.163,0.000120
12094,MATERIALS EVALUATION,461,0.162,0.000380
12094,Revista MVZ Cordoba,176,0.162,0.000230
12096,NORTHERN HISTORY,80,0.161,0.000080
12097,Israel Affairs,148,0.160,0.000220
12097,Light & Engineering,94,0.160,0.000080
12097,Psychologie Francaise,137,0.160,0.000170
12097,TRIBOLOGY & LUBRICATION TECHNOLOGY,114,0.160,0.000140
12101,Informacao & Sociedade-Estudos,74,0.159,0.000030
12101,ZEITSCHRIFT FUR BIBLIOTHEKSWESEN UND BIBLIOGRAPHIE,23,0.159,0.000000
12103,Croatian Journal of Education-Hrvatski Casopis za Odgoj i obrazovanje,76,0.158,0.000110
12103,KLINISCHE NEUROPHYSIOLOGIE,43,0.158,0.000030
12105,Journal of Australian Political Economy,74,0.156,0.000120
12105,War & Society,59,0.156,0.000100
12107,BIOLOGICHESKIE MEMBRANY,127,0.155,0.000080
12107,Laeknabladid,130,0.155,0.000120
12107,WasserWirtschaft,149,0.155,0.000110
12110,Bollettino di Storia delle Scienze Matematiche,20,0.154,0.000010
12110,Mediterranean Historical Review,82,0.154,0.000070
12112,Korea Observer,127,0.153,0.000170
12113,LASER FOCUS WORLD,175,0.151,0.000220
12114,AMA-Agricultural Mechanization in Asia Africa and Latin America,107,0.150,0.000050
12114,CATHOLIC UNIVERSITY LAW REVIEW,179,0.150,0.000280
12116,Revista Chilena de Derecho,95,0.148,0.000020
12116,South African Journal on Human Rights,206,0.148,0.000080
12118,ADVANCED MATERIALS & PROCESSES,538,0.147,0.000390
12118,POSTEPY BIOLOGII KOMORKI,64,0.147,0.000030
12118,Turkish Journal of Physical Medicine and Rehabilitation,124,0.147,0.000210
12121,INTERNATIONAL JOURNAL OF HUMAN GENETICS,138,0.146,0.000080
12122,Archives des Maladies Professionnelles et de l Environnement,145,0.145,0.000060
12122,LATIN AMERICAN APPLIED RESEARCH,299,0.145,0.000170
12124,MATERIALS PERFORMANCE,372,0.144,0.000250
12125,Journal of East Asia and International Law,37,0.143,0.000050
12125,Journal of Mathematics and Music,42,0.143,0.000020
12125,PHYSICS WORLD,365,0.143,0.000190
12125,Revista Iberoamericana de Diagnostico y Evaluacion-e Avaliacao Psicologica,62,0.143,0.000020
12129,DRUGS OF THE FUTURE,360,0.141,0.000300
12129,FOOD TECHNOLOGY,"1,800",0.141,0.000180
12129,Turkish Journal of Geriatrics-Turk Geriatri Dergisi,167,0.141,0.000070
12129,Turkish Journal of Geriatrics-Turk Geriatri Dergisi,167,0.141,0.000070
12133,European Journal of English Studies,111,0.140,0.000060
12133,FILTRATION & SEPARATION,330,0.140,0.000130
12133,GENETIC COUNSELING,343,0.140,0.000350
12133,Hacienda Publica Espanola-Review of Public Economics,153,0.140,0.000170
12133,Langages,266,0.140,0.000090
12133,Pedagogische Studien,58,0.140,0.000040
12139,FLEISCHWIRTSCHAFT,306,0.139,0.000100
12140,HISTORIOGRAPHIA LINGUISTICA,60,0.138,0.000130
12140,Implantologie,37,0.138,0.000030
12140,KOREAN JOURNAL OF DEFENSE ANALYSIS,63,0.138,0.000020
12143,Journal of Korea Trade,28,0.136,0.000020
12143,Names-A Journal of Onomastics,76,0.136,0.000030
12143,Onomazein,121,0.136,0.000290
12143,Tempo Social,126,0.136,0.000040
12147,Curriculum Matters,23,0.133,0.000040
12147,German Journal of Human Resource Management-Zeitschrift fur Personalforschung,4,0.133,0.000010
12147,Language & History,16,0.133,0.000280
12150,Circulo de Linguistica Aplicada a la Comunicacion,66,0.131,0.000030
12151,OBSERVATORY,263,0.130,0.000060
12152,HOUILLE BLANCHE-REVUE INTERNATIONALE DE L EAU,410,0.129,0.000360
12153,NIPPON SUISAN GAKKAISHI,"1,195",0.128,0.000260
12153,REVUE D ETUDES COMPARATIVES EST-OUEST,62,0.128,0.000070
12155,Andamios,73,0.127,0.000050
12156,CHEMISTRY & INDUSTRY,777,0.126,0.000120
12156,Journal of Neurological Sciences-Turkish,119,0.126,0.000160
12156,Signa Vitae,47,0.126,0.000040
12159,MOUVEMENT SOCIAL,145,0.125,0.000120
12159,Revista del CLAD Reforma y Democracia,70,0.125,0.000060
12159,TURK PSIKOLOJI DERGISI,215,0.125,0.000010
12159,Zeitschrift fur Soziologie der Erziehung und Sozialisation,57,0.125,0.000080
12163,NUCLEAR ENGINEERING INTERNATIONAL,130,0.124,0.000170
12164,PSYCHIATRIE DE L ENFANT,91,0.122,0.000020
12164,PSYCHIATRIE DE L ENFANT,91,0.122,0.000020
12166,Buffalo Bulletin,183,0.119,0.000270
12166,Travail Genre et Societes,100,0.119,0.000070
12168,BIOCELL,297,0.118,0.000110
12168,BIOTECHNOLOGY LAW REPORT,25,0.118,0.000020
12168,Dutch Crossing-Journal of Low Countries Studies,33,0.118,0.000030
12168,Journal of the Anatomical Society of India,200,0.118,0.000090
12172,Across Languages and Cultures,55,0.115,0.000060
12172,Cadmo,14,0.115,0.000040
12172,Journal of Pediatric Infectious Diseases,64,0.115,0.000080
12172,ZEITSCHRIFT FUR ETHNOLOGIE,82,0.115,0.000030
12176,Tijdschrift voor Rechtsgeschiedenis-Revue d Histoire du Droit-The Legal History Review,51,0.114,0.000020
12177,ACTA BIOQUIMICA CLINICA LATINOAMERICANA,87,0.113,0.000060
12178,Journal of the Chinese Society of Mechanical Engineers,91,0.112,0.000080
12179,CENTAURUS,140,0.111,0.000530
